model,file,rank,idx,task,label
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,20270,smol-molecule_generation,<SELFIES>[C][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch2][=Branch2][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch2][Ring2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch1][S][O][C@H1][C@H1][Branch2][=Branch1][#Branch1][O][C@H1][C][C][C@][Branch1][C][C][C][=C][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C@@][Branch1][C][C][Branch1][N][C][C][C][Branch1][C][O][C][Branch1][C][C][C][C@@][Ring1][=C][Branch1][C][O][C][C][C@@][Ring2][Ring1][C][Branch1][C][C][C@@H1][Ring2][Ring1][Branch2][C][C][C@H1][Ring2][Ring1][=N][C][Ring2][Ring1][P][Branch1][C][C][C][O][C][C@@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C@@H1][Ring2][Ring2][#C][O][O][C@@H1][Ring2][Branch1][=Branch2][C][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][=Branch1][Ring2][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,20606,smol-molecule_generation,<SELFIES>[C][C][C][Branch1][C][C][C@H1][Branch2][#Branch2][Ring2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][Branch1][C][N][=O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Branch2][=Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][#Branch1][O][C][=Branch1][C][=O][N
chemdfm_non_classification,131017_chemdfm_test_rank2.csv,2,20654,smol-molecule_generation,<SELFIES>[C][C@@H1][O][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Branch2][N][Ring1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch2][=C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch2][=Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][P][O][C@@H1][O][C@@H1][Branch1][C][C][C@H1][Branch1][C][O][C@@H1][Branch2][Branch1][=N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,3479,chebi-20-text2mol,<SELFIES>[C][C@H1][Branch2][Ring1][#Branch1][N][=C][Branch1][C][O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=N][O][N][=C][Branch1][C][O][C][N][C][Branch1][C][O][=N][C][C][Branch1][C][O][=N][C@@H1][Branch1][=Branch2][C][C][=C][S][C][=N][Ring1][Branch1][C][Branch1][C][O][=N][C@@H1][Branch2][Ring1][N][C][C][C@H1][Branch1][Ring1][C][N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][Branch1][C][O][=N][C][C][Branch1][C][O][=N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][Branch1][C][O][=N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=N][O][C][Branch1][C][O][=N][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][Branch1][C][O][=N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][Branch1][C][O][=N][C][C][Branch1][C][O][=N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,3499,chebi-20-text2mol,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][/C][=C][/C@@H1][Branch1][C][O][C@H1][Branch2][=N][Branch1][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][O][#C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O][C@H1][Branch2][Branch2][P][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch1][#Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O][C@H1][Branch2][Ring2][=Branch2][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][=C
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,3923,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][O][=N][C@@H1][C@@H1][Branch2][Ring1][Ring2][O][C@@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][C@H1][Branch2][O][=Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][#Branch2][Ring2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch1][#Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][=Branch1][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch2][Ring1][Ring2][O][C@@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][C@H1][Ring2][Ring1][#C][N][=C][Branch1][C][C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][=N][O][C@H1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,4371,chebi-20-text2mol,<SELFIES>[C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=N][C@H1][C@H1][Branch2][=Branch1][Branch2][O][C][C@H1][O][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch2][Ring1][=Branch1][N][=C][Branch1][C][O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Ring2][=N][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch2][Ring1][#C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][Ring1][#C][C@@H1][Branch1][C][O][C@@H1][Branch1][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,4399,chebi-20-text2mol,<SELFIES>[C][O][C@H1][O][C@H1][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@@H1][Branch2][#Branch2][#Branch2][O][C@@H1][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Branch2][#Branch2][O][C@H1][O][C@H1][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@@H1][Branch2][Branch1][=N][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring2][Branch1][O][C@H1][O][C@H1][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][=C][O][C@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@H1][Ring2][Ring2][P][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C@H1][Branch1][C][O][C@H1][Ring2][Branch
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,4523,chebi-20-text2mol,<SELFIES>[C][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][=N][C@H1][C][Branch1][C][O][=N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=NH2+1][O][C][Branch1][C][O][=N][C@H1][C][Branch1][C][O][=N][C@H1][C][Branch1][C][O][=N][C@H1][Branch2][Ring2][Branch2][C][Branch1][C][O][=N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][C][Ring2][Ring1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][=C][C][Ring2][Ring2][N][=C][C][=Branch2][Ring2][N][=C][Ring1][=Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][C][C@][Branch1][C][C][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,4603,chebi-20-text2mol,<SELFIES>[C][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch2][=Branch2][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch2][Ring2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][#Branch1][S][O][C@H1][C@H1][Branch2][=Branch1][#Branch1][O][C@H1][C][C][C@][Branch1][C][C][C][=C][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C@@][Branch1][C][C][Branch1][N][C][C][C][Branch1][C][O][C][Branch1][C][C][C][C@@][Ring1][=C][Branch1][C][O][C][C][C@@][Ring2][Ring1][C][Branch1][C][C][C@@H1][Ring2][Ring1][Branch2][C][C][C@H1][Ring2][Ring1][=N][C][Ring2][Ring1][P][Branch1][C][C][C][O][C][C@@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C@@H1][Ring2][Ring2][#C][O][O][C@@H1][Ring2][Branch1][=Branch2][C][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][=Branch1][Ring2][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,5315,chebi-20-text2mol,<SELFIES>[C][C][C][Branch1][C][C][C@H1][Branch2][#Branch2][Ring2][N][=C][Branch1][C][O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=N][O][N][=C][Branch1][C][O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][=C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][C][O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][=C][Branch1][C][O][C@@H1][Branch2][Ring2][=Branch2][N][=C][Branch1][C][O][C@@H1][Branch2][Ring1][O][N][=C][Branch1][C][O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=Branch1][C][=N][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][O][=N][C@H1][Branch2][Branch2][=Branch2][C][Branch1][C][O][=N][C@H1][Branch2][#Branch1][O][C][=Branch1][C][=O][N][C][C][C
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,5467,chebi-20-text2mol,<SELFIES>[C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch1][Branch1][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring1][Branch2][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][Branch1][O][C@@H1][Branch2][=Branch2][C][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch1][N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch1][#Branch1][O][C@@H1][O][C@@H1][C][O][C@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C@H1][Ring1][#Branch2][C@H1][Branch2][Ring2][=Branch2][O][C@@H
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,5815,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch2][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch1][S][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,6039,chebi-20-text2mol,<SELFIES>[C][/C][=C][Branch1][C][/C][C][=Branch1][C][=O][O][C@H1][C][C][Branch1][C][C][Branch1][C][C][C][C@H1][C][=C][C][C@@H1][C@@][Branch1][C][C][C][C][C@H1][Branch2][=Branch1][O][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][S][O][C@@H1][O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@@H1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Ring2][Ring1][=N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring2][Branch1][Ring1][C][C][C@@][Ring2][Branch1][#Branch1][Branch1][C][C][C@][Ring2][Branch1][N][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@][Ring2][=Branch1][=Branch2][Ring2][=Branch1][Ring1][C][O]</SELFIES
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,6215,chebi-20-text2mol,<SELFIES>[O][C][C@H1][O][C@@H1][Branch2][P][O][O][C][C@H1][O][C@@H1][Branch2][S][=Branch1][O][C][C@H1][O][C@@H1][Branch2][=C][P][O][C][C@H1][O][C@@H1][Branch2][=N][N][O][C][C@H1][O][C@@H1][Branch2][#Branch1][Ring2][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][#C][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][#Branch2][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring1][#Branch2][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][Ring1][Branch1][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][Ring1][S][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Ring2][Ring2][O][O][C@H1][Branch1][C][O][C@@H1][Branch2][#Branch1][Ring2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][#C][O
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,6279,chebi-20-text2mol,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring2][Branch1][N][=C][Branch1][C][O-1][C][C@@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch2][#Branch1][Branch2][O][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][Ring1][=Branch1][N][=C][Branch1][C][O-1][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Branch1][=Branch1][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,6643,chebi-20-text2mol,<SELFIES>[C][C][=C][N][Branch2][S][C][C@H1][C][C@H1][Branch2][Branch2][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][S][N][C][=C][Branch1][C][C][C][Branch1][C][O][=N][C][Ring1][Branch2][=O][C][C@@H1][Ring1][=C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C][C@@H1][Ring1][#C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C][C@@H1][Ring1][#C][O][C@@H1][Branch2][Branch2][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][C][C@H1][Branch1][S][N][C][=C][Branch1][C][C][C][Branch1][C][O][=N][C][Ring1][Branch2][=O][O][C@@H1][Ring1][=C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][C][C@H1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,6671,chebi-20-text2mol,<SELFIES>[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@@H1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18307,smol-molecule_generation,<SELFIES>[C][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][N][C][C][C@H1][Branch1][Ring1][C][N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18595,smol-molecule_generation,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][C@@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch2][#Branch1][Branch2][O][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Branch1][=Branch1][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=B
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18699,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][=C][Branch1][C][N][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][Branch1][C][N][=O].[C][C][=Branch1][C][=O][O]
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18795,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch3][Ring1][C][#Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][S][=N][O][C@@H1][O][C@H1][Branch2][O][N][C][O][C@H1][O][C@H1][Branch2][#Branch1][=Branch2][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch1][=C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Ring2][=Branch2][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@H1][Branch1][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O][O][Ring2][Ring1][Ring2][C@H1][Ring2][Ring1][=C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][=Branch2][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][#C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Ring1][
